,Title,Price,Shop_name,Overall_star,Star_rating,Review,Customer_date,Product_links
645,"Personalised Childrens Book, Niece Gift, Nephew Gift, Keepsake, Niece Birthday, Nephew Birthday, Child Book, SAME DAY PROCESSING","Price:,            ,            USD 23.42+",MagicDoorAdventure,5 out of 5 stars,5 out of 5 stars,The book looks amazing! It also came super fast. The seller kept me updated through the whole process. Would recommend if you are looking to buy as a birthday present!,"Colleen,                     ,                     Sep 21, 2021",https://www.etsy.com/listing/270931091/personalised-childrens-book-niece-gift?click_key=194b1a2fe1719cda12628a02a11cf3d49d42bde4%3A270931091&click_sum=7653fd10&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-14&pro=1&frs=1
646,"Personalised Childrens Book, Niece Gift, Nephew Gift, Keepsake, Niece Birthday, Nephew Birthday, Child Book, SAME DAY PROCESSING","Price:,            ,            USD 23.42+",MagicDoorAdventure,5 out of 5 stars,5 out of 5 stars,Amazing! The book is very well-made and I love the personalization. Fast shipping. Great customer service. I can’t wait to show my nephew his new book!,"Sasha,                     ,                     Nov 19, 2020",https://www.etsy.com/listing/270931091/personalised-childrens-book-niece-gift?click_key=194b1a2fe1719cda12628a02a11cf3d49d42bde4%3A270931091&click_sum=7653fd10&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-14&pro=1&frs=1
647,"Personalised Childrens Book, Niece Gift, Nephew Gift, Keepsake, Niece Birthday, Nephew Birthday, Child Book, SAME DAY PROCESSING","Price:,            ,            USD 23.42+",MagicDoorAdventure,5 out of 5 stars,5 out of 5 stars,Amazing! The book is very well-made and I love the personalization. Fast shipping. Great customer service. I can’t wait to show my nephew his new book!,"Sasha,                     ,                     Nov 19, 2020",https://www.etsy.com/listing/270931091/personalised-childrens-book-niece-gift?click_key=194b1a2fe1719cda12628a02a11cf3d49d42bde4%3A270931091&click_sum=7653fd10&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-14&pro=1&frs=1
648,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,5 out of 5 stars,What an incredible experience! I contacted the seller because I wanted to see if we could add some pages for guests to sign. I wanted this book to serve as the guest book for my baby shower but also a keepsake for my baby girl. The seller was quick to respond and not only helped me figure out how to make this work but went above and beyond in trying to tie in the baby shower to the storyline of the book. It was just such a great experience! I’m so happy I found this shop and highly recommend it to all!,"Erica Chace,                     ,                     Jun 9, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
649,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,5 out of 5 stars,What an incredible experience! I contacted the seller because I wanted to see if we could add some pages for guests to sign. I wanted this book to serve as the guest book for my baby shower but also a keepsake for my baby girl. The seller was quick to respond and not only helped me figure out how to make this work but went above and beyond in trying to tie in the baby shower to the storyline of the book. It was just such a great experience! I’m so happy I found this shop and highly recommend it to all!,"Erica Chace,                     ,                     Jun 9, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
650,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,4 out of 5 stars,"The hardcover books and story are very nice. I liked the way the names of the friends in the story could be chosen by me. Only reason it’s not a 5 star is because I felt the word ink was faded or too light, the text was not dark like a traditional book print color as I expected. The Pictures where a beautiful color and very vibrant. The books came quickly too.","Shanna,                     ,                     Dec 22, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
651,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,4 out of 5 stars,"The hardcover books and story are very nice. I liked the way the names of the friends in the story could be chosen by me. Only reason it’s not a 5 star is because I felt the word ink was faded or too light, the text was not dark like a traditional book print color as I expected. The Pictures where a beautiful color and very vibrant. The books came quickly too.","Shanna,                     ,                     Dec 22, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
652,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,4 out of 5 stars,I love the story but wish our names were used more throughout the book. The printing must’ve been fresh or running out of ink because on every page it’s faded so that’s a bummer.,"Kate,                     ,                     Dec 20, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
653,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,4 out of 5 stars,I love the story but wish our names were used more throughout the book. The printing must’ve been fresh or running out of ink because on every page it’s faded so that’s a bummer.,"Kate,                     ,                     Dec 20, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
654,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,5 out of 5 stars,"My 4 year old little great granddaughter will love this book.  It's very nice quality, very fast turnaround, and story is so sweet.  She will love it.","jer531,                     ,                     Dec 14, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
655,Personalized Children's Book - My Tea Party,"Price:,            ,            USD 19.95",NighttimeNovels,5 out of 5 stars,5 out of 5 stars,"My 4 year old little great granddaughter will love this book.  It's very nice quality, very fast turnaround, and story is so sweet.  She will love it.","jer531,                     ,                     Dec 14, 2021",https://www.etsy.com/listing/278143366/personalized-childrens-book-my-tea-party?click_key=3ad6c8b12565cf1621e4b5f3cc05bde8bdbbf5bd%3A278143366&click_sum=e956e31f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-18
656,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"Greenice,                     ,                     Mar 10, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
657,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"Greenice,                     ,                     Mar 10, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
658,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"Lynn,                     ,                     May 26, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
659,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"Lynn,                     ,                     May 26, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
660,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"Reviewed by Inactive,                     ,                     Feb 22, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
661,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"Reviewed by Inactive,                     ,                     Feb 22, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
662,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"emlarkin,                     ,                     Jan 24, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
663,DIGITAL PDF Version - A Naturalist's Coloring Book - 8.5 x 11 Size File,"Price:,            ,            USD 7.00",TwigandMoth,5 out of 5 stars,5 out of 5 stars,,"emlarkin,                     ,                     Jan 24, 2023",https://www.etsy.com/listing/1384187954/digital-pdf-version-a-naturalists?click_key=df4d4ed8e4decc77813c78a9568ee9e274aa590e%3A1384187954&click_sum=6e770dee&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-19&sts=1
664,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,5 out of 5 stars,A very sweetly illustrated dictionary for children. It was a gift that was very well received by the little girl and her parents.,"FrolleinPudding,                     ,                     Jul 6, 2021",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
665,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,5 out of 5 stars,A very sweetly illustrated dictionary for children. It was a gift that was very well received by the little girl and her parents.,"FrolleinPudding,                     ,                     Jul 6, 2021",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
666,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,5 out of 5 stars,"My daughter, who came from Ethiopia at the age of 6 months, was very happy about the book and is now eagerly learning ""her"" language.... she misses only a part with vocabulary about ""family,"" she said.","Ronja Meier,                     ,                     Jul 26, 2020",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
667,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,5 out of 5 stars,"My daughter, who came from Ethiopia at the age of 6 months, was very happy about the book and is now eagerly learning ""her"" language.... she misses only a part with vocabulary about ""family,"" she said.","Ronja Meier,                     ,                     Jul 26, 2020",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
668,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,4 out of 5 stars,I am totally enthusiastic about the book and would like to order some books again and I recommend everyone,"Aster,                     ,                     Aug 2, 2021",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
669,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,4 out of 5 stars,I am totally enthusiastic about the book and would like to order some books again and I recommend everyone,"Aster,                     ,                     Aug 2, 2021",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
670,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,5 out of 5 stars,Wonderful book. Highly recommended! Shipment arrived on time.,"wolfganghenning,                     ,                     Sep 23, 2015",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
671,Mein Erstes Amharisches Bilderwörterbuch,"Price:,            ,            USD 11.18",HabteBooks,5 out of 5 stars,5 out of 5 stars,Wonderful book. Highly recommended! Shipment arrived on time.,"wolfganghenning,                     ,                     Sep 23, 2015",https://www.etsy.com/listing/244320733/mein-erstes-amharisches-bilderworterbuch?click_key=aca04dd9e58d41399109e25bdc6b9922a64798a3%3A244320733&click_sum=aa6f5ec4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-20
672,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,"Fab seller and item! Arrived really quickly, so happy! Thank you so much 😊 xxx","Kathryn,                     ,                     May 29, 2023",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
673,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,"Fab seller and item! Arrived really quickly, so happy! Thank you so much 😊 xxx","Kathryn,                     ,                     May 29, 2023",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
674,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,This book was perfect! It made a very special gift! The quality was astounding and it arrived exactly on time!,"Anna,                     ,                     Jul 4, 2022",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
675,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,This book was perfect! It made a very special gift! The quality was astounding and it arrived exactly on time!,"Anna,                     ,                     Jul 4, 2022",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
676,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,"Beautiful quality, looks just like the photos and I know the grandad it’s been brought for will treasure this for the rest of his life. Thankyou so much! X","Georgia Gray,                     ,                     Dec 3, 2022",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
677,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,"Beautiful quality, looks just like the photos and I know the grandad it’s been brought for will treasure this for the rest of his life. Thankyou so much! X","Georgia Gray,                     ,                     Dec 3, 2022",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
678,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,"Just beautiful. Made my eyes well up as I read it.
Grandpa will love this at Christmas 
Thank you so much 
xxx","Elaine Hughes,                     ,                     Sep 8, 2022",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
679,Personalized Greatest Grandad in the world  Story Book- Perfect   Idea from grandchildren. Xmas Present from Kids to Grandpa,"Price:,            ,            USD 42.90",letterfest,5 out of 5 stars,5 out of 5 stars,"Just beautiful. Made my eyes well up as I read it.
Grandpa will love this at Christmas 
Thank you so much 
xxx","Elaine Hughes,                     ,                     Sep 8, 2022",https://www.etsy.com/listing/1219239579/personalized-greatest-grandad-in-the?click_key=87d16366a5bddb33c652aa642d2afd9014c159f5%3A1219239579&click_sum=3eca665f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-21&etp=1
680,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,"Stunning books purchased for my nieces christening. Kim was great and sent pictures of the titles i had requested. The post was quick and arrived in time. I love Beatrix Potter and I wanted something special for my niece to treasure when she is older. Highly recommend, will buy again.","Susan Yardley,                     ,                     Jun 6, 2021",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
681,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,"Stunning books purchased for my nieces christening. Kim was great and sent pictures of the titles i had requested. The post was quick and arrived in time. I love Beatrix Potter and I wanted something special for my niece to treasure when she is older. Highly recommend, will buy again.","Susan Yardley,                     ,                     Jun 6, 2021",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
682,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,"Lovely book in lovely condition, I made a mistake with the shipping address and she was lovely about it, reshipped with no issues. Will be back for more for sure :)","Hope Milne,                     ,                     Nov 12, 2017",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
683,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,"Lovely book in lovely condition, I made a mistake with the shipping address and she was lovely about it, reshipped with no issues. Will be back for more for sure :)","Hope Milne,                     ,                     Nov 12, 2017",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
684,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,I am very happy with the little book!,"beasuetens,                     ,                     Aug 18, 2022",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
685,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,I am very happy with the little book!,"beasuetens,                     ,                     Aug 18, 2022",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
686,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,"Seller was very helpful, sent me pictures of the books. Very pleased with them, my grandchildren will love them .😊","Morton1962,                     ,                     Oct 10, 2022",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
687,Vintage Beatrix Potter Books,"Price:,            ,            USD 12.37",KimWoodsVintage,5 out of 5 stars,5 out of 5 stars,"Seller was very helpful, sent me pictures of the books. Very pleased with them, my grandchildren will love them .😊","Morton1962,                     ,                     Oct 10, 2022",https://www.etsy.com/listing/286976675/vintage-beatrix-potter-books?click_key=e71748165704bbe5ec4999cbf7172a51f0cedd86%3A286976675&click_sum=0bd9915f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687170-3-24&sts=1
688,Childhood Cancer Book / Gift for Child with Cancer / Cancer Survivor / Coping with Cancer / Henry the Brave / Inspirational Kids Book,"Price:,            ,            USD 20.00",HenryTheBrave,5 out of 5 stars,5 out of 5 stars,Bought as a gift for a sweet girl on a new and difficult journey. It was very helpful making some things make sense.,"Beth,                     ,                     Jan 25, 2023",https://www.etsy.com/listing/1132050334/childhood-cancer-book-gift-for-child?click_key=0609623a9f61a4724f35be933992c52bd2821175%3A1132050334&click_sum=4b36ede4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687169-3-10
689,Childhood Cancer Book / Gift for Child with Cancer / Cancer Survivor / Coping with Cancer / Henry the Brave / Inspirational Kids Book,"Price:,            ,            USD 20.00",HenryTheBrave,5 out of 5 stars,5 out of 5 stars,Bought as a gift for a sweet girl on a new and difficult journey. It was very helpful making some things make sense.,"Beth,                     ,                     Jan 25, 2023",https://www.etsy.com/listing/1132050334/childhood-cancer-book-gift-for-child?click_key=0609623a9f61a4724f35be933992c52bd2821175%3A1132050334&click_sum=4b36ede4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687169-3-10
690,Childhood Cancer Book / Gift for Child with Cancer / Cancer Survivor / Coping with Cancer / Henry the Brave / Inspirational Kids Book,"Price:,            ,            USD 20.00",HenryTheBrave,5 out of 5 stars,5 out of 5 stars,Great book!!!,"Kelli Sweedwn,                     ,                     Oct 6, 2022",https://www.etsy.com/listing/1132050334/childhood-cancer-book-gift-for-child?click_key=0609623a9f61a4724f35be933992c52bd2821175%3A1132050334&click_sum=4b36ede4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687169-3-10
691,Childhood Cancer Book / Gift for Child with Cancer / Cancer Survivor / Coping with Cancer / Henry the Brave / Inspirational Kids Book,"Price:,            ,            USD 20.00",HenryTheBrave,5 out of 5 stars,5 out of 5 stars,Great book!!!,"Kelli Sweedwn,                     ,                     Oct 6, 2022",https://www.etsy.com/listing/1132050334/childhood-cancer-book-gift-for-child?click_key=0609623a9f61a4724f35be933992c52bd2821175%3A1132050334&click_sum=4b36ede4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687169-3-10
692,Childhood Cancer Book / Gift for Child with Cancer / Cancer Survivor / Coping with Cancer / Henry the Brave / Inspirational Kids Book,"Price:,            ,            USD 20.00",HenryTheBrave,5 out of 5 stars,5 out of 5 stars,"Can’t wait to read this for ccam

https://fb.watch/fQPpb3uvok/

My peds clinics reading of the book for ccam :)",Response from Meg Hutter,https://www.etsy.com/listing/1132050334/childhood-cancer-book-gift-for-child?click_key=0609623a9f61a4724f35be933992c52bd2821175%3A1132050334&click_sum=4b36ede4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-687169-3-10
